,well_3,well_4,well_6,well_8,well_9,well_15,well_21,well_33,well_38,well_39,well_42,well_48,well_50,well_61,well_70,well_72,well_85,well_87,well_93,well_94,well_95,well_99,well_103,well_104,well_108,well_110,well_113,well_114,well_117,well_119,well_121,well_133,well_138,well_148,well_149,well_154,well_156,well_158,well_162,well_166,well_171,well_179,well_183,well_192,well_204,well_206,well_209,well_224,well_227,well_232,well_248,well_253,well_263,well_265,well_267,well_269,well_270,well_277,well_281,well_285,well_286,well_295,well_298,well_305,well_307,well_311,well_321,well_325,well_344,well_345,well_353,well_354,well_362,well_367,well_377,well_380,well_387,well_389,well_390,well_394,well_403,well_410,well_418,well_423,well_428,well_430,well_444,well_449,well_453,well_456,well_460,well_462,well_463,well_467,well_471,well_482,well_485,well_492,well_499
1998-03-23,636.2216666666667,377.97,47.2,85.48,42.69,286.67,423.355,156.56,86.23,458.18,6.38,77.89,389.4066666666667,67.57,-0.507,44.1,320.0,68.45,44.58,19.23,89.1,229.95,411.68,47.870000000000005,62.74273469231204,25.5,110.12,90.12,9.15,32.39,655.42,48.68,31.34,97.87,154.28,337.14,20.31,39.61,500.83,218.5,107.87,222.47,99.39,27.3,468.3966666666667,124.71,29.96,154.0,362.3402746768764,223.59,33.78555528311807,57.55,7.48,30.52512593051246,40.09,218.07,28.62,110.69,41.2,579.53,57.75,412.54,78.25,259.51,1.73,106.4,368.11,45.83,50.0,6.11,28.4,9.08,8.06,28.69,88.86999999999999,6.05,-0.48,22.02,83.57,35.06,351.93,39.63,490.55,69.24,31.85,265.36333333333334,335.12,83.52,33.34,364.2,177.06,176.57,29.024,107.5,579.68,77.18,11.94,313.7,44.44
1998-03-30,636.1333333333333,377.83,47.21449194655263,85.33,42.69163396455577,286.3224296017323,423.3766666666667,156.54,86.31,458.2366666666667,6.363402290457156,77.78452595592901,389.4271428571428,67.54,-0.547,43.91145830372856,319.58245373139926,68.48246295827416,44.55824740200685,19.32,89.18,230.1766752230269,411.5004409310259,47.89815534815101,62.81227382169942,25.5,110.1,90.12,9.15,32.3755065619644,655.68,48.64877660745048,31.33431793179166,97.8,154.1187575895586,337.08,20.43013122065375,39.52256398148114,500.87,218.35504375081095,107.75733614127877,222.3970128396429,99.32,27.26758301323626,468.4,124.69,29.985362703571184,154.05,362.3129341765101,223.68,33.797756151170965,57.52,7.564295449240049,30.54,40.10872491598888,218.02880650654947,28.638294469012223,110.64603250240975,41.18637860005282,579.57,57.79477923534358,412.36,78.2530818021036,259.22620680600346,1.7598207768668104,106.39,368.1476831004829,45.86,49.96694181642141,5.986849803737897,28.35,8.98854416780543,8.100723291349539,28.7,88.8876768577969,6.031385143015594,-0.53,21.97,83.51,35.062405082041664,351.91,39.639238351172914,490.92,69.2742052140064,31.87,265.33199118083877,335.1089813146366,83.43476160286366,33.34813884691289,364.08,177.0985455027593,176.28375415942398,29.03333333333333,107.45,579.7,77.07,11.936097979044618,312.83379107138535,44.39
1998-04-06,636.546,378.96,47.24,85.38,42.7,287.04999999999995,423.425,156.55,86.25,458.06666666666666,6.4,77.89,389.45,67.52,-0.497,44.1,319.66,68.47,44.57,19.34,89.15,230.02,411.59,47.81,62.81,25.54,110.08,90.12,9.18,32.37,655.86,48.63,31.36,97.82,154.13,337.16,20.35,39.53,500.8,218.46,107.82,222.38,99.42,27.22,468.36,124.67,29.96,154.03,362.3141708646084,223.72,33.82677882304856,57.6,7.46,30.55828737898016,40.17,218.09,28.59,110.74,41.2,579.64,57.83,412.18,78.27,259.51,1.76,106.39,368.22,45.9,50.0,5.98,28.33,8.97,8.05,28.72,88.86999999999999,6.05,-0.44,21.99,83.53,35.05,352.23,39.64,491.23,69.38,31.88,265.33500000000004,335.12,83.49,33.35,364.03,177.08,176.24,29.046666666666667,107.52,579.7,77.24,11.91,312.96,44.54
1998-04-13,636.2425,380.53,47.26,85.55,42.71,286.95,423.4333333333333,157.14,86.27,458.0266666666666,6.41,77.87,389.43666666666667,67.49,-0.497,44.1,319.46,68.49,44.59,19.23,89.2,230.3,411.5,47.82,62.81139499080818,25.57,110.17,90.12,9.24,32.45,655.8659666474872,48.67,31.37,98.03395994643648,154.17,337.45,20.39,39.54,500.76,218.55,107.78,222.52,99.4193819086243,27.36,468.3475,124.77,29.98,154.27,362.2887091105101,223.78,33.827702492395915,57.62,7.5,30.562566791379226,40.197679810798114,218.11,28.68,110.82,41.27,579.725,57.81999999999999,412.08,78.29,259.53,1.77,106.39316144597151,368.34,45.93,49.98,5.93,28.33,9.0,8.06,28.75,88.86999999999999,6.06,-0.44,22.16,83.6,35.05,352.57,39.68,491.02,69.39,31.9,265.3433333333333,335.11,83.45,33.37,364.74,177.1,176.31,29.064,107.95,579.72,77.28,12.21,312.35,44.52
1998-04-20,636.124,380.89,47.29,85.32,42.71,286.86,423.404,156.84,86.3,458.04333333333335,6.44,77.86,389.4016666666666,67.44,-0.527,44.08,319.7,68.52,44.59,19.25,89.17,230.64,411.47,47.83,62.8,25.57,110.19,90.11,9.26,32.37,655.9,48.69,31.4,98.125,154.15,337.36,20.44,39.54,500.71,218.52,107.75,222.45,99.48,27.36,468.3925,124.92,30.01,154.26,362.31,223.82,33.83,57.57,7.56,30.545642428735817,40.19,218.1,28.65,110.8,41.25,579.78,57.8,412.01,78.3,259.56,1.78,106.395,368.43,45.97,49.98,5.9,28.2,9.07,8.07,28.74,88.86,6.06,-0.51,22.13,83.65,35.04,352.38,39.68,491.39,69.26,31.93,265.3675,335.09000000000003,83.51,33.37,364.3,177.05,176.27,29.062857142857144,108.07,579.71,77.13,12.04,313.08,44.46
1998-04-27,636.3066666666667,379.58,47.26,85.35,42.71,287.02,423.335,156.87,86.34,458.06,6.46,77.81,389.3933333333334,67.38,-0.517,44.05,319.35,68.53,44.59,19.28,89.19,230.47,411.41,47.870000000000005,62.79724070330881,25.53,110.24,90.14,9.26,32.39,655.75,48.66,31.39,98.25,154.09,337.42,20.51,39.56,500.7,218.48,107.73,222.47,99.49,27.27,468.35,124.94,30.02,154.27,362.3393564140375,223.84,33.840147775434374,57.6,7.63,30.536827290335708,40.26,218.06,28.61,110.82,41.22,579.7457879586299,57.8,411.96,78.32,259.6,1.78,106.38,368.48,46.01,50.02,6.05,28.08,9.02,8.05,28.72,88.86,6.0,-0.46,22.23,83.69,35.03,352.21,39.65,491.3,69.23,31.93,265.315,335.05,83.49,33.38,364.11,177.04000000000002,176.24,29.057142857142857,107.9,579.71,77.2,12.1,312.1,44.51
1998-05-04,636.3100000000001,378.45,47.26,85.54,42.71,287.04,423.38,156.68,86.36,457.99,6.42,77.79,389.4,67.26,-0.447,43.99,319.54,68.55,44.59,19.27,89.15,230.0,411.36,48.08,62.82,25.51,110.29,90.15,9.27,32.36,655.61,48.61,31.37,98.2,154.03,337.39,20.59,39.46,500.81,218.58,107.67,222.48,99.57,27.23,468.4557142857143,124.94,30.05,154.26,362.3,224.01,33.84634738579083,57.57,7.6,30.54,40.3,218.02,28.6,110.81,41.19,579.785,57.83,412.19,78.33,259.56,1.78,106.41,368.56,46.04,49.97,5.82,28.08,8.91,7.99,28.71,88.86,6.06,-0.38,22.12,83.71,35.0,352.3,39.66,491.13,69.27,31.93,265.326,335.05,83.44,33.4,364.97,177.05,176.17,29.054285714285715,107.77,579.69,77.1,12.01,312.0,44.41
1998-05-11,636.3583333333332,378.09,47.27,85.32,42.7,287.0,423.3133333333333,156.56,86.46,457.96,6.4,77.73,389.3416666666667,67.19,-0.527,43.96,319.67,68.57,44.58,19.19,89.17,230.05,411.31,48.07,62.79422369724853,25.49,110.25,90.17,9.28,32.39,655.49,48.55,31.39,98.08,153.97,337.3,20.53,39.43,500.75,218.46,107.59,222.38,99.31,27.27,468.4333333333333,124.85,30.04,154.23,362.3,224.12,33.84,57.51,7.58,30.513916756266198,40.29,217.99,28.63,110.73,41.19,579.79,57.79,412.28,78.34,259.47,1.77,106.43,368.65,46.08,49.95,5.59,28.13,8.87,7.96,28.71,88.86,6.01,-0.52,22.04,83.73,34.98,352.15,39.63,491.19,69.17,31.93,265.29,335.03000000000003,83.37,33.4,364.41,177.02,176.15,29.038571428571423,107.55,579.69,77.01,11.94,311.4,44.35
1998-05-18,636.24,377.37,47.26,85.2,42.66,286.85,423.27,156.51,86.25,457.92,6.45,77.55000000000001,389.36,67.12,-0.567,43.85,319.25,68.57,44.56,19.08,89.03,230.13,411.26,48.06,62.8,24.89,110.03,90.19,9.28,32.35,655.38,48.53,31.37,97.95,153.91,337.18,20.48,39.39,500.68,218.36,107.54,222.3,99.1,27.19,468.3233333333333,124.77,30.01,154.19,362.3055255955089,224.16,33.82791357693492,57.37,7.53,30.507317530994747,40.3,217.95,28.57,110.64,41.1,579.8373038843138,57.77,412.06,78.34,259.35,1.75,106.43,368.71,46.09,49.93,5.42,27.94,8.75,7.94,28.69,88.85,5.98,-0.55,21.94,83.72,34.95,352.08,39.62,490.73,69.23,31.93,265.22,335.0,83.45,33.4,364.34,177.01000000000002,176.11,28.99,107.46,579.68,76.87,11.84,310.65,44.26
1998-05-25,636.1283333333333,377.54,47.24,85.04,42.64,286.74,423.2675,156.47,86.23,457.9075,6.44,77.5,389.3828571428571,67.06,-0.557,43.8,318.96,68.58,44.53,19.23,89.15,229.98,411.24,48.04,62.78582191674585,24.52,110.1,90.2,9.27,32.33,655.26,48.5,31.35,97.95,153.87,337.26,20.45,39.36,500.63,218.28,107.41,222.26,99.07,27.16,468.325,124.71,29.989999999999995,154.21,362.3226925983849,224.18,33.825690798821135,57.32,7.49,30.50959073464152,40.33,217.92,28.57,110.62,41.07,579.6896033860205,57.75,411.93,78.35,259.21,1.75,106.44,368.65,46.11,49.91,5.26,27.97,8.72,7.86,28.68,88.85,5.91,-0.61,21.91,83.66,34.92,352.02,39.63,490.4,69.32,31.93,265.19,334.95000000000005,83.32,33.41,363.86,177.02,176.09,28.968,107.44,579.66,76.86,11.8,309.97,44.23
1998-06-01,636.0500000000001,377.43,47.23,85.4,42.61,286.42999999999995,423.28,156.48,86.23,457.8400188115934,6.39,77.44000000000001,389.432,67.01,-0.617,43.85,318.88,68.57,44.51,19.19,89.12553000422356,230.85,411.22,48.05,62.75948782362025,24.54,110.06,90.21,9.26,32.38,655.2486461733095,48.46,31.28,97.80483155582395,153.75,337.27,20.41,39.49,500.59,218.25,107.43,222.24,99.07978128695723,27.12,468.27,124.67,29.95,154.19,362.31836323457344,224.13,33.8,57.34,7.49,30.50469230401154,40.26746284838895,217.89,28.59,110.58,40.99,579.75,57.68,411.73514564569695,78.34,259.04999999999995,1.73,106.44,368.58,46.11,49.83,5.12,27.95,8.61,7.78,28.69,88.85,5.94,-0.58,21.95,83.6,34.9,352.09,39.64,489.93,69.31,31.92,265.12999999999994,334.92,83.27,33.4,363.92,177.02,176.14,28.95428571428572,107.45,579.63,76.84,11.77,308.93,44.23
1998-06-08,636.135,379.0,47.23,85.21,42.6,286.2,423.234,156.61,86.21,457.865,6.38,77.44000000000001,389.41,66.94,-0.507,43.83,318.8,68.58,44.47,19.19,89.115,230.78,411.15,48.03,62.74,24.58,110.06,90.22,9.26,32.32,655.11,48.43,31.26,97.75,153.67,337.13,20.39,39.51,500.55,218.18,107.43,222.2,99.225,27.08,468.2433333333333,124.66,29.91,154.21,362.31,224.05,33.81444845401708,57.57,7.5,30.51,40.28,217.84,28.57,110.59,40.97,579.72,57.68,411.91,78.34,258.9,1.69,106.42,368.49,46.12,49.81,5.04,27.91,8.56,7.63,28.7,88.85,5.93,-0.38,22.15,83.53,34.89,352.03,39.6,489.62,69.27,31.91,265.1625,334.86,83.28,33.4,363.82,177.0,176.13,28.95,107.45,579.6,76.85,11.74,308.55,44.47
1998-06-15,636.6285714285714,378.71,47.2,85.33,42.59,286.0,423.2425,156.64,86.25,457.97,6.34,77.42,389.425,66.99,-0.417,43.82,319.2,68.58,44.48,19.18,89.18,230.59,411.1,48.0,62.72165060952823,24.54,110.1,90.22,9.25,32.27,654.99,48.45,31.23,97.85,153.88,337.12,20.34,39.51,500.58,218.22,107.41,222.22,99.44,27.07,468.318,124.77,29.93,154.09,362.34879892432235,224.0,33.83,57.56,7.53,30.503613148811574,40.22,217.82,28.54,110.58,40.92,579.7,57.65,411.96,78.32,258.79,1.68,106.43,368.41,46.15,49.84,5.02,27.85,8.5,7.61,28.68,88.83,5.92,-0.38,22.33,83.61,34.87,352.02,39.6,489.24,69.26,31.9,265.17499999999995,334.84000000000003,83.23,33.4,363.76,177.01000000000002,176.19,28.972857142857144,107.55,579.62,76.88,11.74,308.2,44.49
1998-06-22,636.2940000000001,378.36,47.17,85.26,42.57,285.72,423.23,156.53,86.25,458.0333333333333,6.31,77.42,389.4075,67.04,-0.467,43.79,319.02,68.58,44.49,19.15,89.14,230.71,411.17,47.95,62.69,24.48,110.18,90.22,9.25,32.28,654.94,48.44,31.2,97.9,153.82,337.08,20.3,39.53,500.55,218.19,107.4,222.19,99.34,27.03,468.31666666666666,124.75,29.94,154.07,362.35,223.99,33.82030782475186,57.51,7.52,30.487933042471298,40.19,217.8,28.55,110.57,40.88,579.6490355308106,57.62,412.09,78.33,258.48999999999995,1.67,106.41,368.3,46.16,49.84,5.13,27.77,8.45,7.57,28.65,88.82,5.9,-0.55,22.23,83.63,34.85,351.94,39.6,488.94,69.32,31.9,265.195,334.88,83.22,33.4,363.73,177.0,176.21,28.957142857142856,107.48,579.61,76.98,11.77,307.98,44.43
1998-06-29,636.38,378.92,47.22897806682472,85.03,42.61340652616075,287.05894519578675,423.2360000000001,156.47,86.21,457.97,6.3156305883344395,77.45388389730275,389.42,67.06,-0.507,43.860740732142155,319.2914490107406,68.56876774488549,44.49231828895955,19.19,89.02,230.83269349535522,411.23807023446,48.15713604294466,62.687180172264306,24.31,110.13,90.22,9.25,32.2978931995024,654.89,48.469097474716435,31.26201783974561,97.8,153.8238071810011,337.04,20.35311191401607,39.4496786037285,500.53,218.12896460052755,107.34037622185859,222.0606519914167,98.08,27.113306740296263,468.24,124.7,29.992633694847385,154.13,362.35,223.97,33.82224957235949,57.5,7.282484273260906,30.488022918521835,40.2891470889161,217.909087196143,28.636269100154607,110.81600782592739,40.967455517922374,579.755,57.687743348547556,411.93,78.35713106638738,258.850682930725,1.6336321940629759,106.4,368.3004679553774,46.17,49.911129145164615,4.9738458426423335,27.74,8.529394095284601,7.669193460546978,28.66,88.82608123781556,5.860377934580885,-0.53,22.08,83.61,34.91729296594349,351.86,39.639311971793965,488.49,69.27827520185943,31.89,265.145,334.86052391113435,83.273627020259,33.413608245202354,363.67,177.04723423357862,176.23108851936965,28.951666666666668,107.45,579.59,76.87,11.75724866018085,309.0123804577147,44.42
1998-07-06,636.3628571428571,377.9,47.16,85.02,42.55,285.4,423.215,156.36,86.07,457.965,6.24,77.41000000000001,389.41,67.04,-0.487,43.81,319.07,68.56,44.48,19.21,89.02,229.83,411.2,47.88,62.65,25.09,110.09,90.21,9.27,32.35,654.84,48.44,31.18,97.74,153.69,337.07,20.26,39.46,500.51,218.11,107.38,222.16,99.0,27.07,468.2225,124.67,29.92,154.15,362.34,223.92,33.80464105452093,57.45,7.31,30.476835690650972,40.14,217.79,28.58,110.54,40.88,579.3195409203632,57.64,411.86,78.33,258.43,1.64,106.39,368.2,46.17,49.83,5.04,27.78,8.39,7.53,28.68,88.82,5.87,-0.57,22.01,83.58,34.83,351.82,39.6,488.53,69.32,31.89,265.088,334.86,83.22,33.39,363.65,177.0,176.13,28.956666666666667,107.44,579.58,76.84,11.9,307.65,44.36
1998-07-13,636.5571428571428,377.77,47.15,85.06,42.54,285.09,423.22333333333336,156.34,86.12,457.985,6.2,77.39,389.4225,67.02,-0.367,43.83,319.17,68.56,44.47,19.23,89.24,229.72,411.23,47.84,62.6490651656868,25.19,110.03,90.21,9.28,32.33,654.78,48.46,31.16,97.73,153.66,337.11,20.24,39.46,500.5,218.1,107.36,222.13,99.06,27.07,468.2516666666667,124.64,29.9,154.16,362.3101610984277,223.74,33.82000797174441,57.4,7.3,30.489484251061953,40.14,217.78,28.6,110.51,40.88,579.74,57.61,411.81,78.32,258.35,1.62,106.38,368.07,46.16,49.81,5.03,27.88,8.36,7.52,28.67,88.81,5.87,-0.34,21.96,83.56,34.81,351.77,39.61,488.3,69.31,31.88,265.115,334.95000000000005,83.22,33.38,363.74,177.0,176.19,28.97,107.45,579.56,76.9,11.88,307.57,44.55
1998-07-20,636.3325,377.45,47.15,85.03,42.53,284.79999999999995,423.19,156.32,86.13,458.04,6.19,77.38000000000001,389.39333333333326,66.98,-0.407,43.8,318.98,68.54,44.45,19.17,89.18,229.47,411.26,47.8,62.6,25.24,110.04,90.2,9.28,32.37,654.73,48.47,31.15,97.71,153.64,337.02,20.23,39.43,500.48,218.13,107.35,222.19,99.16,27.15,468.208,124.62,29.9,154.17,362.31,223.67,33.81,57.44,7.28,30.48,40.12,217.77,28.6,110.5,40.88,579.72,57.6,411.78,78.31,258.23,1.62,106.38,368.0,46.18,49.78,5.04,28.02,8.33,7.52,28.66,88.8,5.88,-0.37,21.89,83.53,34.81,351.84,39.61,488.09,69.24,31.87,265.085,334.97,83.23,33.37,363.99,177.0,176.15,28.957142857142856,107.54,579.53,76.78,11.88,307.6,44.4
1998-07-27,636.0925,377.2,47.14,85.01,42.51,284.5,423.1766666666667,156.26,86.11,458.0033333333333,6.19,77.31,389.3833333333334,66.92,-0.537,43.78,318.9,68.52,44.42,19.15,89.1,229.42,411.24,47.76,62.62501599827552,25.25,109.98,90.19,9.28,32.29,654.67,48.4,31.13,97.66,153.58,336.98,20.21,39.41,500.52,218.07,107.33,222.12,99.1,27.1,468.16833333333335,124.56,29.89,154.17,362.31,223.63,33.79829726470587,57.31,7.25,30.47109568971959,40.08,217.75,28.58,110.49,40.83,579.6512621297863,57.59,411.73,78.3,258.13,1.6,106.37,367.86,46.17,49.78,4.99,28.0,8.29,7.49,28.65,88.78999999999999,5.86,-0.55,21.83,83.51,34.8,351.71,39.57,487.87,69.21,31.87,265.02166666666665,334.90000000000003,83.21,33.35,363.71,176.98000000000002,176.14,28.92,107.45,579.52,76.72,11.97,307.57,44.24
1998-08-03,636.125,377.38,47.09,85.03,42.48,284.04999999999995,423.175,156.42,86.05,458.0,6.14,77.23,389.38166666666666,66.91,-0.467,43.78,318.84,68.5,44.38,19.12,89.18,229.0,411.21,47.71,62.55,25.26,109.94,90.18,9.28,32.3,654.63,48.39,31.11,97.61,153.82,336.87,20.19,39.26,500.56,218.01,107.29,222.07,99.16,27.07,468.245,124.59,29.82,154.1,362.32666666666665,223.56,33.80233537373264,57.31,7.19,30.464305670559284,40.05,217.74,28.58,110.44,40.79,579.67,57.55,411.66,78.28,258.07,1.59,106.35,367.73,46.16,49.76,4.94,28.01,8.26,7.47,28.63,88.78,5.85,-0.54,21.78,83.45,34.76,351.69,39.54,487.65,69.2,31.85,265.0525,334.92,83.2,33.35,363.69,176.97,176.24,28.90833333333333,107.47,579.49,76.73,11.95,307.45,44.22
1998-08-10,636.222857142857,376.95,47.07,84.9,42.48,283.7,423.15,156.23,86.03,457.94,6.08,77.23,389.3683333333333,66.89,-0.527,43.77,318.94,68.48,44.37,19.08,88.91,228.86,411.16,47.69,62.541558306644575,25.26,109.87,90.16,9.28,32.27,654.6,48.37,31.09,97.57,153.75,336.86,20.16,39.26,500.54,217.94,107.24,222.03,98.77,27.08,468.2,124.54,29.8,154.18,362.27796868764085,223.52,33.79153276846034,57.25,7.18,30.45,40.04,217.72,28.56,110.47,40.75,579.659215751119,57.52,411.61,78.27,258.0,1.6,106.35,367.69,46.13,49.73,4.98,27.96,8.24,7.45,28.63,88.77,5.83,-0.64,21.74,83.41,34.74,351.6,39.52,487.5,69.25,31.83,265.025,334.88,83.21,33.34,363.63,176.96,176.18,28.886666666666667,107.42,579.47,76.65,11.93,307.35,44.19
1998-08-17,635.98,377.39,47.06,84.52,42.46,283.45,423.14,156.14,85.98,457.92,6.08,77.22,389.3733333333333,66.88,-0.507,43.73,318.88,68.46,44.33,19.1,88.8,228.98,411.15,47.65,62.5,25.26,109.87,90.15,9.27,32.27,654.57,48.34,31.07,97.48,153.64,336.82,20.13,39.29,500.51,217.87,107.2,222.01,98.53,27.04,468.095,124.49,29.79,154.03,362.25647344361886,223.45,33.79,57.21,7.19,30.44196274736784,40.0,217.7,28.52,110.45,40.72,579.6,57.5,411.54,78.26,257.92,1.58,106.33,367.55,46.08,49.71,4.92,27.84,8.21,7.39,28.62,88.75,5.8,-0.71,21.68,83.38,34.72,351.53,39.49,487.34,69.27,31.81,264.95,334.83000000000004,83.14,33.33,363.59,176.96,176.13,28.865714285714287,107.38,579.45,76.61,11.83,307.3,44.13
1998-08-24,636.1975,377.52,47.05,84.7,42.45,283.25,423.138,156.29,85.94,457.89,6.07,77.19000000000001,389.3728571428572,66.87,-0.497,43.72,318.75,68.43,44.32,19.2,88.92,228.77,411.13,47.620000000000005,62.47961090833004,25.28,109.87,90.14,9.26,32.25,654.54,48.38,31.06,97.41,153.57,336.8,20.13,39.31,500.52,217.82,107.17,221.99,98.74,26.96,468.096,124.48,29.78,154.05,362.27,223.41,33.8,57.23,7.21,30.44732046301919,39.98,217.7491677251956,28.55,110.44,40.72,579.58,57.5,411.51,78.24,257.82,1.58,106.31,367.47,46.07,49.71,4.89,27.77,8.19,7.39,28.62,88.74,5.8,-0.26,21.69,83.34,34.7,351.45,39.48,487.18,69.37,31.8,264.928,334.81,83.16,33.31,363.59,176.97,176.15,28.85428571428572,107.42,579.43,76.69,11.85,307.3,44.23
1998-08-31,636.335,377.07,47.058587669483856,84.98,42.45555342382264,283.44641506961625,423.1275,156.21,85.89,457.9,6.1280108424631266,77.10378513159156,389.35,66.85,-0.437,43.895646900574825,318.96053408327793,68.42753326854353,44.34716299484898,19.13,89.06,228.51652964201458,411.10440785070375,47.71005184502251,62.44357300502994,25.3,109.87,90.13,9.26,32.29233002298926,654.51,48.41556839735352,31.06995195882449,97.44,153.60885533137892,336.78,20.081670051683602,39.29762821671958,500.52,218.02565941647393,107.34754125195471,222.10624069521307,98.85,27.10280280049737,468.115,124.46,29.779028426787136,153.95,362.2790922429343,223.39,33.79233512335982,57.35,7.190980974688628,30.43,39.97036460268185,217.7539718361162,28.614290801457344,110.45678692960672,40.7345283344234,579.57,57.51490283808231,411.53,78.25526861831267,257.85684995066714,1.5881094113351892,106.29,367.45062638660676,46.07,49.73738994032269,4.804401422669116,27.72,8.228435740831081,7.4584310968974705,28.63,88.74137409119334,5.816362269596883,-0.46,21.68,83.31,34.68469417313023,351.42,39.48707680352866,486.73,69.24712994705999,31.78,264.9766666666667,334.957679690481,83.15266764399081,33.32597381247481,363.67,176.95526072774615,176.12162422130535,28.87,107.42,579.41,76.83,11.912551508970964,307.75044495769794,44.25
1998-09-07,636.2833333333333,378.59,47.05,85.38,42.43,283.04999999999995,423.148,156.32,85.89,457.94,6.04,77.17,389.2857142857143,66.94,-0.407,44.15,318.94,68.43,44.38,19.19,89.06,228.42,411.09,47.59,62.45,25.31,109.86,90.13537293276235,9.26,32.31,654.49,48.45,31.04,97.45,153.71,336.85,20.12,39.37,500.57,218.03,107.33,222.14,99.06,27.12,468.1833333333333,124.49,29.77,153.9,362.25,223.37,33.78798063795624,57.42,7.1,30.448882325271143,39.95,217.77027177344704,28.63,110.37,40.7,579.4899946252827,57.53,411.59,78.23,257.84,1.56,106.29,367.37,46.06,49.7,4.86,27.71,8.17,7.39,28.63,88.72,5.79,-0.44,21.77,83.33,34.68,351.49,39.48,486.93,69.2,31.76,265.0133333333333,334.8,83.16,33.31,363.73,176.94,176.19,28.885,107.51,579.39,76.83,12.02,307.3,44.37
1998-09-14,636.415,379.65,47.04,85.35,42.43,282.82,423.185,156.42,85.91,457.975,6.02,77.18,389.2825,67.29,-0.297,44.1,319.25,68.42,44.32,19.25,89.11,228.48,411.01,47.56,62.4091338382856,25.37,109.92,90.13003681420355,9.26,32.32,654.53,48.46,31.04,97.57,153.7,337.32,20.12,39.36,500.72,218.3,107.66,222.24,99.22,27.13,468.39,124.59,29.77,153.87,362.2733333333333,223.36,33.78,57.6,7.09,30.452600843727282,39.95,217.78,28.64,110.34,40.71,579.5,57.56,412.29,78.22,257.87,1.56,106.28,367.29,46.07,49.7,4.86,27.7,8.16,7.4,28.64,88.72,5.83,-0.36,21.92,83.37,34.65,351.63,39.49,486.63,69.27,31.8,265.106,335.06,83.18,33.3,363.8,176.94,176.21,28.895,107.56,579.38,76.97,11.9,307.4,44.55
1998-09-21,636.47,379.37,47.04,85.58,42.43,282.75,423.1257142857143,156.39,85.94,457.99,6.0,77.27000000000001,389.2,67.31,-0.377,43.96,319.74,68.42,44.33,19.03,89.07,228.31,411.09,47.53,62.41,25.31,110.11,90.11479024891736,9.26,32.34,654.62,48.54,31.04,97.79,153.92,337.36,20.14,39.36,500.68,218.75,107.88,222.78,99.29,27.17,468.3766666666667,124.62,29.79,153.88,362.2684751440582,223.34,33.797659826153605,57.59,7.09,30.46,39.92,217.81,28.64,110.44,40.72,579.51,57.56999999999999,412.36,78.22,257.89,1.55,106.26,367.28,46.13,49.73,4.89,27.48,8.18,7.43,28.59,88.74,5.83,-0.42,22.21,83.53,34.63,351.84,39.49,487.69,69.31,31.83,265.2866666666667,335.8,83.23,33.29,364.23,176.89,176.18,28.880000000000003,107.85,579.36,77.19,11.9,307.95,44.66
1998-09-28,636.168,379.08,47.02,85.35,42.44,283.47,423.15333333333336,156.38,85.96,458.0,5.99,77.44000000000001,389.27,67.32,-0.417,43.9,319.86,68.41,44.32,19.2,89.07,228.35,411.13,47.52,62.42101885576842,25.34,110.03,90.13039509980588,9.26,32.32,654.68,48.54,31.03,97.85,154.04,337.35,20.19,39.34,500.67,218.48,107.8,222.59,99.15,27.13,468.315,124.55,29.809999999999995,153.88,362.33,223.42,33.79,57.54,7.08,30.43999675383745,39.96,217.83,28.65,110.54,40.67,579.5251891466605,57.6,413.04,78.21,257.91,1.53,106.26,367.33,46.15,49.74,5.07,27.59,8.17,7.45,28.6,88.77,5.79,-0.48,22.07,83.55,34.62,351.5,39.47,487.34,69.17,31.84,265.26,335.43,83.29,33.28,363.93,176.97,176.2,28.88714285714286,107.66,579.33,77.05,11.88,310.45,44.51
1998-10-05,636.258,379.32,47.03,85.4,42.45,283.65,423.185,156.44,86.0,457.94,5.99,77.46000000000001,389.246,67.33,-0.447,43.89,319.68,68.39,44.32,19.15,89.1,228.21,411.23,47.53,62.38,25.37,109.94,90.11,9.26,32.32,654.72,48.48,31.03,97.81,153.94,337.57,20.19,39.42,500.85,218.32,107.75,222.41,99.35,27.1,468.3416666666667,125.29,29.78,153.94,362.34,223.44,33.79366702002899,57.51,7.07,30.432641408978952,39.95,217.88,28.65,110.55,40.68,579.4547723397966,57.47,411.91,78.24,257.94,1.54,106.24,367.4,46.16,49.74,5.17,27.6,8.17,7.49,28.62,88.77,5.78,-0.5,21.97,83.6,34.65,351.54,39.45,487.2,69.22,31.86,265.352,335.55,83.3,33.3,364.96,177.0,176.18,28.88714285714286,107.79,579.33,77.19,11.88,310.88,44.44
